
|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-0      
|        6,018,747.39 |              166.15 |    0.0% |   79,691,799.06 |   23,808,925.84 |  3.347 |  11,534,339.69 |    0.0% |      1.15 | `len=13`
|        5,424,300.68 |              184.36 |    0.1% |   71,303,190.88 |   21,459,759.00 |  3.323 |  10,485,763.50 |    0.0% |      1.04 | `len=12`
|        4,997,349.61 |              200.11 |    0.0% |   70,254,614.72 |   19,763,806.06 |  3.555 |  10,485,763.38 |    0.0% |      0.95 | `len=11`
|        4,430,185.56 |              225.72 |    0.0% |   61,866,006.56 |   17,529,035.12 |  3.529 |   9,437,187.22 |    0.0% |      0.85 | `len=10`
|        4,006,007.95 |              249.63 |    0.0% |   60,817,430.44 |   15,846,311.50 |  3.838 |   9,437,187.11 |    0.0% |      0.77 | `len=9`
|        3,484,486.50 |              286.99 |    0.0% |   52,428,822.28 |   13,784,231.94 |  3.804 |   8,388,610.94 |    0.0% |      0.67 | `len=8`
|        3,165,773.56 |              315.88 |    0.2% |   51,380,246.18 |   12,534,350.94 |  4.099 |   8,388,610.83 |    0.0% |      0.60 | `len=7`
|        2,577,307.76 |              388.00 |    0.0% |   42,991,638.00 |   10,199,050.71 |  4.215 |   7,340,034.67 |    0.0% |      0.49 | `len=6`
|        2,280,030.83 |              438.59 |    0.1% |   41,943,061.94 |    9,021,379.47 |  4.649 |   7,340,034.56 |    0.0% |      0.44 | `len=5`
|        1,814,690.00 |              551.06 |    0.1% |   33,554,453.76 |    7,180,698.79 |  4.673 |   6,291,458.42 |    0.0% |      0.35 | `len=4`
|        1,616,743.59 |              618.53 |    0.2% |   32,505,877.75 |    6,408,470.59 |  5.072 |   6,291,458.39 |    0.0% |      0.34 | `len=3`
|        1,323,188.35 |              755.75 |    0.1% |   23,068,693.62 |    5,247,713.56 |  4.396 |   5,242,882.28 |    0.0% |      0.25 | `len=2`
|        1,322,863.78 |              755.94 |    0.0% |   22,020,117.62 |    5,247,164.41 |  4.197 |   5,242,882.28 |    0.0% |      0.25 | `len=1`
