
|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-0      
|        6,323,973.22 |              158.13 |    0.0% |   81,788,950.12 |   25,005,841.24 |  3.271 |  11,534,340.83 |    0.0% |      1.21 | `len=13`
|        5,957,112.44 |              167.87 |    0.3% |   73,400,342.00 |   23,546,902.67 |  3.117 |  10,485,764.74 |    0.0% |      1.14 | `len=12`
|        5,846,652.29 |              171.04 |    0.0% |   73,400,342.00 |   23,118,250.33 |  3.175 |  10,485,764.69 |    0.0% |      1.12 | `len=11`
|        5,503,798.81 |              181.69 |    1.1% |   65,011,733.88 |   21,769,726.06 |  2.986 |   9,437,188.59 |    0.0% |      1.05 | `len=10`
|        5,383,004.76 |              185.77 |    0.0% |   65,011,733.84 |   21,300,241.89 |  3.052 |   9,437,188.56 |    0.0% |      1.03 | `len=9`
|        4,909,013.00 |              203.71 |    0.1% |   56,623,125.71 |   19,412,486.31 |  2.917 |   8,388,612.42 |    0.0% |      0.94 | `len=8`
|        4,912,257.42 |              203.57 |    0.0% |   56,623,125.71 |   19,444,595.35 |  2.912 |   8,388,612.42 |    0.0% |      0.94 | `len=7`
|        4,440,369.29 |              225.21 |    0.1% |   48,234,517.58 |   17,600,358.19 |  2.741 |   7,340,036.29 |    0.0% |      0.85 | `len=6`
|        4,441,604.62 |              225.14 |    0.0% |   48,234,517.56 |   17,608,787.94 |  2.739 |   7,340,036.28 |    0.0% |      0.85 | `len=5`
|        4,006,654.87 |              249.58 |    0.0% |   39,845,909.44 |   15,893,822.79 |  2.507 |   6,291,460.16 |    0.0% |      0.77 | `len=4`
|        4,007,875.26 |              249.51 |    0.0% |   39,845,909.44 |   15,905,130.88 |  2.505 |   6,291,460.16 |    0.0% |      0.77 | `len=3`
|        3,612,589.82 |              276.81 |    0.0% |   28,311,573.32 |   14,335,331.12 |  1.975 |   4,194,308.05 |    0.0% |      0.69 | `len=2`
|        3,616,903.74 |              276.48 |    0.0% |   28,311,573.31 |   14,350,207.00 |  1.973 |   4,194,308.00 |    0.0% |      0.69 | `len=1`
