
|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-0      
|        6,330,464.56 |              157.97 |    0.1% |   81,788,950.12 |   25,032,865.39 |  3.267 |  11,534,340.83 |    0.0% |      1.21 | `len=13`
|        5,968,762.88 |              167.54 |    0.3% |   73,400,342.00 |   23,600,276.62 |  3.110 |  10,485,764.74 |    0.0% |      1.14 | `len=12`
|        5,846,805.89 |              171.03 |    0.1% |   73,400,342.00 |   23,142,027.79 |  3.172 |  10,485,764.71 |    0.0% |      1.12 | `len=11`
|        5,582,943.32 |              179.12 |    0.1% |   65,011,733.89 |   22,082,848.50 |  2.944 |   9,437,188.61 |    0.0% |      1.06 | `len=10`
|        5,377,936.12 |              185.94 |    0.0% |   65,011,733.84 |   21,277,843.21 |  3.055 |   9,437,188.56 |    0.0% |      1.03 | `len=9`
|        4,937,274.50 |              202.54 |    0.3% |   56,623,125.72 |   19,530,459.56 |  2.899 |   8,388,612.44 |    0.0% |      0.94 | `len=8`
|        4,912,941.62 |              203.54 |    0.0% |   56,623,125.71 |   19,440,848.44 |  2.913 |   8,388,612.42 |    0.0% |      0.94 | `len=7`
|        4,480,149.37 |              223.21 |    0.4% |   48,234,517.58 |   17,737,528.00 |  2.719 |   7,340,036.29 |    0.0% |      0.85 | `len=6`
|        4,497,285.50 |              222.36 |    1.0% |   48,234,517.59 |   17,829,121.47 |  2.705 |   7,340,036.29 |    0.0% |      0.86 | `len=5`
|        4,009,329.35 |              249.42 |    0.0% |   39,845,909.44 |   15,895,731.78 |  2.507 |   6,291,460.16 |    0.0% |      0.77 | `len=4`
|        4,009,336.00 |              249.42 |    0.0% |   39,845,909.44 |   15,905,452.50 |  2.505 |   6,291,460.16 |    0.0% |      0.77 | `len=3`
|        3,612,963.65 |              276.78 |    0.0% |   28,311,573.31 |   14,332,932.00 |  1.975 |   4,194,308.00 |    0.0% |      0.69 | `len=2`
|        3,615,922.26 |              276.55 |    0.0% |   28,311,573.32 |   14,347,867.76 |  1.973 |   4,194,308.05 |    0.0% |      0.69 | `len=1`
