
|               ns/op |                op/s |    err% |          ins/op |          cyc/op |    IPC |         bra/op |   miss% |     total | isd-0      
|        5,991,160.11 |              166.91 |    0.2% |   80,740,373.05 |   23,700,426.12 |  3.407 |  12,582,915.69 |    0.0% |      1.15 | `len=13`
|        5,383,630.11 |              185.75 |    0.0% |   71,303,188.84 |   21,308,988.67 |  3.346 |  10,485,763.50 |    0.0% |      1.03 | `len=12`
|        4,958,820.56 |              201.66 |    0.0% |   71,303,188.74 |   19,619,280.33 |  3.634 |  11,534,339.38 |    0.0% |      0.95 | `len=11`
|        4,414,077.94 |              226.55 |    0.1% |   61,866,004.56 |   17,467,654.72 |  3.542 |   9,437,187.21 |    0.0% |      0.84 | `len=10`
|        4,040,748.42 |              247.48 |    0.0% |   61,866,004.44 |   15,991,737.76 |  3.869 |  10,485,763.11 |    0.0% |      0.77 | `len=9`
|        3,470,663.42 |              288.13 |    0.0% |   52,428,820.28 |   13,731,902.00 |  3.818 |   8,388,610.94 |    0.0% |      0.66 | `len=8`
|        3,148,968.94 |              317.56 |    0.1% |   52,428,820.18 |   12,460,818.06 |  4.207 |   9,437,186.82 |    0.0% |      0.60 | `len=7`
|        2,594,939.88 |              385.37 |    0.1% |   42,991,636.00 |   10,269,423.12 |  4.186 |   7,340,034.67 |    0.0% |      0.50 | `len=6`
|        2,403,036.89 |              416.14 |    0.1% |   42,991,635.94 |    9,508,325.83 |  4.521 |   8,388,610.61 |    0.0% |      0.46 | `len=5`
|        1,821,814.00 |              548.90 |    0.0% |   33,554,451.78 |    7,205,823.42 |  4.657 |   6,291,458.44 |    0.0% |      0.35 | `len=4`
|        1,851,652.71 |              540.06 |    0.0% |   33,554,451.78 |    7,349,334.28 |  4.566 |   7,340,034.44 |    0.0% |      0.35 | `len=3`
|        1,146,099.16 |              872.52 |    0.1% |   23,068,691.58 |    4,543,239.06 |  5.078 |   5,242,882.24 |    0.0% |      0.22 | `len=2`
|        1,586,728.00 |              630.23 |    0.0% |   23,068,691.71 |    6,294,070.68 |  3.665 |   6,291,458.37 |    0.0% |      0.30 | `len=1`
